Guide1,Guide2,Library read counts,Rep1,Rep2,Gene1,Gene2
NHT-KO-40,XPO1-KO-2,61,66,0,NHT,XPO1
NHT-KO-40,XPO1-KO-3,56,0,0,NHT,XPO1
NHT-KO-40,XPO1-KO-4,38,0,1,NHT,XPO1
NHT-KO-40,XRN2-KO-1,55,0,80,NHT,XRN2
NHT-KO-40,XRN2-KO-2,41,178,20,NHT,XRN2
NHT-KO-40,XRN2-KO-3,54,0,11,NHT,XRN2
NHT-KO-40,XRN2-KO-4,64,22,197,NHT,XRN2
NHT-KO-34,AHR-KO-1,33,2,58,NHT,AHR
NHT-KO-34,AHR-KO-2,18,293,49,NHT,AHR
NHT-KO-34,AHR-KO-3,41,161,99,NHT,AHR
NHT-KO-34,AHR-KO-4,14,37,3,NHT,AHR
NHT-KO-34,ARNT-KO-1,21,238,197,NHT,ARNT
NHT-KO-34,ARNT-KO-2,25,76,26,NHT,ARNT
NHT-KO-34,ARNT-KO-3,28,152,285,NHT,ARNT
NHT-KO-34,ARNT-KO-4,27,27,12,NHT,ARNT
NHT-KO-34,BBX-KO-1,8,4,42,NHT,BBX
NHT-KO-34,BBX-KO-2,25,167,24,NHT,BBX
NHT-KO-34,BBX-KO-3,24,28,140,NHT,BBX
NHT-KO-34,BBX-KO-4,21,1,1,NHT,BBX
NHT-KO-34,C3orf17-KO-1,40,185,113,NHT,C3orf17
NHT-KO-34,C3orf17-KO-2,22,65,28,NHT,C3orf17
NHT-KO-34,C3orf17-KO-3,26,115,54,NHT,C3orf17
NHT-KO-34,C3orf17-KO-4,17,9,11,NHT,C3orf17
NHT-KO-34,CAND1-KO-1,28,103,126,NHT,CAND1
NHT-KO-34,CAND1-KO-2,19,40,26,NHT,CAND1
NHT-KO-34,CAND1-KO-3,17,108,10,NHT,CAND1
NHT-KO-34,CAND1-KO-4,55,40,19,NHT,CAND1
NHT-KO-34,CCT4-KO-1,37,7,0,NHT,CCT4
NHT-KO-34,CCT4-KO-2,21,0,0,NHT,CCT4
NHT-KO-34,CCT4-KO-3,25,0,0,NHT,CCT4
NHT-KO-34,CCT4-KO-4,41,0,0,NHT,CCT4
NHT-KO-34,DIMT1-KO-1,23,45,2,NHT,DIMT1
NHT-KO-34,DIMT1-KO-2,29,7,123,NHT,DIMT1
NHT-KO-34,DIMT1-KO-3,28,0,1,NHT,DIMT1
NHT-KO-34,DIMT1-KO-4,66,1,1,NHT,DIMT1
NHT-KO-34,EFTUD2-KO-1,35,0,3,NHT,EFTUD2
NHT-KO-34,EFTUD2-KO-2,37,125,28,NHT,EFTUD2
NHT-KO-34,EFTUD2-KO-3,29,24,51,NHT,EFTUD2
NHT-KO-34,EFTUD2-KO-4,24,0,0,NHT,EFTUD2
NHT-KO-34,EIF3B-KO-1,42,0,0,NHT,EIF3B
NHT-KO-34,EIF3B-KO-2,39,0,46,NHT,EIF3B
NHT-KO-34,EIF3B-KO-3,17,15,7,NHT,EIF3B
NHT-KO-34,EIF3B-KO-4,30,0,22,NHT,EIF3B
NHT-KO-34,FRYL-KO-1,28,146,94,NHT,FRYL
NHT-KO-34,FRYL-KO-2,32,739,387,NHT,FRYL
NHT-KO-34,FRYL-KO-3,22,47,13,NHT,FRYL
NHT-KO-34,FRYL-KO-4,21,47,47,NHT,FRYL
NHT-KO-34,IARS-KO-1,17,25,2,NHT,IARS
NHT-KO-34,IARS-KO-2,14,72,1,NHT,IARS
NHT-KO-34,IARS-KO-3,15,0,5,NHT,IARS
NHT-KO-34,IARS-KO-4,18,0,16,NHT,IARS
NHT-KO-34,KEAP1-KO-1,31,11,83,NHT,KEAP1
NHT-KO-34,KEAP1-KO-2,13,18,139,NHT,KEAP1
NHT-KO-34,KEAP1-KO-3,58,294,303,NHT,KEAP1
NHT-KO-34,KEAP1-KO-4,26,116,21,NHT,KEAP1
NHT-KO-34,KIRREL-KO-1,37,428,353,NHT,KIRREL
NHT-KO-34,KIRREL-KO-2,19,80,183,NHT,KIRREL
NHT-KO-34,KIRREL-KO-3,62,236,95,NHT,KIRREL
NHT-KO-34,KIRREL-KO-4,31,87,311,NHT,KIRREL
NHT-KO-34,NARS-KO-1,37,1,78,NHT,NARS
NHT-KO-34,NARS-KO-2,19,2,0,NHT,NARS
NHT-KO-34,NARS-KO-3,38,1,1,NHT,NARS
NHT-KO-34,NARS-KO-4,12,0,53,NHT,NARS
NHT-KO-34,NCL-KO-1,19,19,0,NHT,NCL
NHT-KO-34,NCL-KO-2,40,0,2,NHT,NCL
NHT-KO-34,NCL-KO-3,22,0,32,NHT,NCL
NHT-KO-34,NCL-KO-4,10,0,2,NHT,NCL
NHT-KO-34,NF2-KO-1,20,18,64,NHT,NF2
NHT-KO-34,NF2-KO-2,26,294,348,NHT,NF2
NHT-KO-34,NF2-KO-3,42,716,633,NHT,NF2
NHT-KO-34,NF2-KO-4,31,340,96,NHT,NF2
NHT-KO-34,NHT-KO-20,7,16,91,NHT,NHT
NHT-KO-34,NHT-KO-25,34,381,385,NHT,NHT
NHT-KO-34,NHT-KO-8,16,112,129,NHT,NHT
NHT-KO-34,NHT-KO-9,57,326,128,NHT,NHT
NHT-KO-34,NHT-KO-26,28,77,127,NHT,NHT
NHT-KO-34,NHT-KO-41,52,486,191,NHT,NHT
NHT-KO-34,NHT-KO-44,60,564,552,NHT,NHT
NHT-KO-34,NHT-KO-149,42,63,279,NHT,NHT
NHT-KO-34,NHT-KO-5,12,0,90,NHT,NHT
NHT-KO-34,NHT-KO-148,49,276,168,NHT,NHT
NHT-KO-34,NHT-KO-16,38,392,358,NHT,NHT
NHT-KO-34,NHT-KO-156,17,206,101,NHT,NHT
NHT-KO-34,NHT-KO-4,14,50,113,NHT,NHT
NHT-KO-34,NHT-KO-128,37,32,89,NHT,NHT
NHT-KO-34,NHT-KO-19,41,16,53,NHT,NHT
NHT-KO-34,NHT-KO-152,45,169,124,NHT,NHT
NHT-KO-34,NHT-KO-137,22,165,240,NHT,NHT
NHT-KO-34,NHT-KO-38,36,214,237,NHT,NHT
NHT-KO-34,NHT-KO-1,29,494,464,NHT,NHT
NHT-KO-34,NHT-KO-12,24,128,64,NHT,NHT
NHT-KO-34,NHT-KO-124,48,237,143,NHT,NHT
NHT-KO-34,NHT-KO-135,37,613,330,NHT,NHT
NHT-KO-34,NHT-KO-39,29,170,96,NHT,NHT
NHT-KO-34,NHT-KO-23,31,135,118,NHT,NHT
NHT-KO-34,NHT-KO-153,37,26,28,NHT,NHT
NHT-KO-34,NHT-KO-24,26,122,34,NHT,NHT
NHT-KO-34,NHT-KO-3,37,289,155,NHT,NHT
NHT-KO-34,NHT-KO-36,25,85,5,NHT,NHT
NHT-KO-34,NHT-KO-154,19,389,265,NHT,NHT
NHT-KO-34,NHT-KO-31,20,1,89,NHT,NHT
NHT-KO-34,NHT-KO-150,43,449,64,NHT,NHT
NHT-KO-34,NHT-KO-33,51,38,36,NHT,NHT
NHT-KO-34,NHT-KO-139,38,504,304,NHT,NHT
NHT-KO-34,NHT-KO-42,35,15,47,NHT,NHT
NHT-KO-34,NHT-KO-142,24,209,298,NHT,NHT
NHT-KO-34,NHT-KO-140,51,268,681,NHT,NHT
NHT-KO-34,NHT-KO-136,44,148,128,NHT,NHT
NHT-KO-34,NHT-KO-28,15,29,54,NHT,NHT
NHT-KO-34,NHT-KO-29,24,3,37,NHT,NHT
NHT-KO-34,NHT-KO-21,35,282,288,NHT,NHT
NHT-KO-34,NHT-KO-126,34,62,67,NHT,NHT
NHT-KO-34,NHT-KO-133,43,41,7,NHT,NHT
NHT-KO-34,NHT-KO-30,55,40,245,NHT,NHT
NHT-KO-34,NHT-KO-13,53,136,100,NHT,NHT
NHT-KO-34,NHT-KO-7,20,25,83,NHT,NHT
NHT-KO-34,NHT-KO-129,29,38,30,NHT,NHT
NHT-KO-34,NHT-KO-37,22,78,190,NHT,NHT
NHT-KO-34,NHT-KO-131,32,225,167,NHT,NHT
NHT-KO-34,NHT-KO-32,37,257,367,NHT,NHT
NHT-KO-34,NHT-KO-27,36,90,162,NHT,NHT
NHT-KO-34,NHT-KO-147,13,114,84,NHT,NHT
NHT-KO-34,NHT-KO-144,34,582,291,NHT,NHT
NHT-KO-34,NHT-KO-10,30,185,139,NHT,NHT
NHT-KO-34,NHT-KO-155,39,8,186,NHT,NHT
NHT-KO-34,NHT-KO-145,10,5,62,NHT,NHT
NHT-KO-34,NHT-KO-6,39,120,295,NHT,NHT
NHT-KO-34,NHT-KO-2,39,14,89,NHT,NHT
NHT-KO-34,NHT-KO-127,18,7,19,NHT,NHT
NHT-KO-34,NHT-KO-141,12,22,33,NHT,NHT
NHT-KO-34,NHT-KO-11,17,83,51,NHT,NHT
NHT-KO-34,NHT-KO-22,29,182,166,NHT,NHT
NHT-KO-34,NHT-KO-122,8,139,15,NHT,NHT
NHT-KO-34,NHT-KO-125,10,143,164,NHT,NHT
NHT-KO-34,NHT-KO-17,30,268,71,NHT,NHT
NHT-KO-34,NHT-KO-123,32,153,148,NHT,NHT
NHT-KO-34,NHT-KO-146,8,7,34,NHT,NHT
NHT-KO-34,NHT-KO-130,25,599,337,NHT,NHT
NHT-KO-34,NHT-KO-138,24,96,191,NHT,NHT
NHT-KO-34,NHT-KO-143,26,76,127,NHT,NHT
NHT-KO-34,NHT-KO-134,32,140,50,NHT,NHT
NHT-KO-34,NHT-KO-14,58,229,156,NHT,NHT
NHT-KO-34,NHT-KO-121,35,467,198,NHT,NHT
NHT-KO-34,NHT-KO-40,58,489,398,NHT,NHT
NHT-KO-34,NHT-KO-34,25,4,13,NHT,NHT
NHT-KO-34,NHT-KO-18,31,71,64,NHT,NHT
NHT-KO-34,NHT-KO-151,26,114,136,NHT,NHT
NHT-KO-34,NHT-KO-132,50,264,265,NHT,NHT
NHT-KO-34,NHT-KO-43,26,3,82,NHT,NHT
NHT-KO-34,NHT-KO-35,23,106,42,NHT,NHT
NHT-KO-34,NHT-KO-15,21,128,174,NHT,NHT
NHT-KO-34,TAOK1-KO-1,38,624,453,NHT,TAOK1
NHT-KO-34,TAOK1-KO-2,43,115,86,NHT,TAOK1
NHT-KO-34,TAOK1-KO-3,12,97,85,NHT,TAOK1
NHT-KO-34,TAOK1-KO-4,27,2,9,NHT,TAOK1
NHT-KO-34,TP53-KO-1,27,1502,557,NHT,TP53
NHT-KO-34,TP53-KO-2,54,977,1058,NHT,TP53
NHT-KO-34,TP53-KO-3,23,524,334,NHT,TP53
NHT-KO-34,TP53-KO-4,37,433,341,NHT,TP53
NHT-KO-34,XPO1-KO-1,31,0,28,NHT,XPO1
NHT-KO-34,XPO1-KO-2,45,1,0,NHT,XPO1
NHT-KO-34,XPO1-KO-3,29,0,0,NHT,XPO1
NHT-KO-34,XPO1-KO-4,23,0,0,NHT,XPO1
NHT-KO-34,XRN2-KO-1,34,0,0,NHT,XRN2
NHT-KO-34,XRN2-KO-2,22,22,8,NHT,XRN2
NHT-KO-34,XRN2-KO-3,31,0,16,NHT,XRN2
NHT-KO-34,XRN2-KO-4,34,11,1,NHT,XRN2
NHT-KO-18,AHR-KO-1,153,847,763,NHT,AHR
NHT-KO-18,AHR-KO-2,126,927,832,NHT,AHR
NHT-KO-18,AHR-KO-3,238,2392,1871,NHT,AHR
NHT-KO-18,AHR-KO-4,97,1326,1137,NHT,AHR
NHT-KO-18,ARNT-KO-1,120,1238,953,NHT,ARNT
NHT-KO-18,ARNT-KO-2,134,756,622,NHT,ARNT
NHT-KO-18,ARNT-KO-3,153,1065,498,NHT,ARNT
NHT-KO-18,ARNT-KO-4,131,603,717,NHT,ARNT
NHT-KO-18,BBX-KO-1,62,296,390,NHT,BBX
NHT-KO-18,BBX-KO-2,116,640,683,NHT,BBX
NHT-KO-18,BBX-KO-3,111,511,553,NHT,BBX
NHT-KO-18,BBX-KO-4,135,177,324,NHT,BBX
NHT-KO-18,C3orf17-KO-1,151,26,142,NHT,C3orf17
NHT-KO-18,C3orf17-KO-2,117,501,620,NHT,C3orf17
NHT-KO-18,C3orf17-KO-3,122,144,89,NHT,C3orf17
NHT-KO-18,C3orf17-KO-4,124,133,112,NHT,C3orf17
NHT-KO-18,CAND1-KO-1,165,436,429,NHT,CAND1
NHT-KO-18,CAND1-KO-2,99,292,275,NHT,CAND1
NHT-KO-18,CAND1-KO-3,119,582,128,NHT,CAND1
NHT-KO-18,CAND1-KO-4,303,397,396,NHT,CAND1
NHT-KO-18,CCT4-KO-1,179,51,106,NHT,CCT4
NHT-KO-18,CCT4-KO-2,81,13,102,NHT,CCT4
NHT-KO-18,CCT4-KO-3,141,24,1,NHT,CCT4
NHT-KO-18,CCT4-KO-4,192,1,6,NHT,CCT4
NHT-KO-18,DIMT1-KO-1,139,386,551,NHT,DIMT1
NHT-KO-18,DIMT1-KO-2,160,682,1036,NHT,DIMT1
NHT-KO-18,DIMT1-KO-3,168,106,23,NHT,DIMT1
NHT-KO-18,DIMT1-KO-4,337,94,160,NHT,DIMT1
NHT-KO-18,EFTUD2-KO-1,194,21,69,NHT,EFTUD2
NHT-KO-18,EFTUD2-KO-2,188,817,332,NHT,EFTUD2
NHT-KO-18,EFTUD2-KO-3,160,39,55,NHT,EFTUD2
NHT-KO-18,EFTUD2-KO-4,112,55,28,NHT,EFTUD2
NHT-KO-18,EIF3B-KO-1,219,66,188,NHT,EIF3B
NHT-KO-18,EIF3B-KO-2,258,150,36,NHT,EIF3B
NHT-KO-18,EIF3B-KO-3,144,33,28,NHT,EIF3B
NHT-KO-18,EIF3B-KO-4,158,187,145,NHT,EIF3B
NHT-KO-18,FRYL-KO-1,165,1122,1004,NHT,FRYL
NHT-KO-18,FRYL-KO-2,140,879,1135,NHT,FRYL
NHT-KO-18,FRYL-KO-3,164,1439,985,NHT,FRYL
NHT-KO-18,FRYL-KO-4,130,241,412,NHT,FRYL
NHT-KO-18,IARS-KO-1,120,2,38,NHT,IARS
NHT-KO-18,IARS-KO-2,104,1,9,NHT,IARS
NHT-KO-18,IARS-KO-3,105,10,54,NHT,IARS
NHT-KO-18,IARS-KO-4,114,25,20,NHT,IARS
NHT-KO-18,KEAP1-KO-1,126,904,800,NHT,KEAP1
NHT-KO-18,KEAP1-KO-2,120,1003,517,NHT,KEAP1
NHT-KO-18,KEAP1-KO-3,256,1231,1087,NHT,KEAP1
NHT-KO-18,KEAP1-KO-4,157,328,510,NHT,KEAP1
NHT-KO-18,KIRREL-KO-1,188,1669,1191,NHT,KIRREL
NHT-KO-18,KIRREL-KO-2,98,937,956,NHT,KIRREL
NHT-KO-18,KIRREL-KO-3,386,2005,2047,NHT,KIRREL
NHT-KO-18,KIRREL-KO-4,208,1347,1052,NHT,KIRREL
NHT-KO-18,NARS-KO-1,180,15,12,NHT,NARS
NHT-KO-18,NARS-KO-2,83,2,228,NHT,NARS
NHT-KO-18,NARS-KO-3,231,198,3,NHT,NARS
NHT-KO-18,NARS-KO-4,74,0,12,NHT,NARS
NHT-KO-18,NCL-KO-1,100,0,108,NHT,NCL
NHT-KO-18,NCL-KO-2,153,322,259,NHT,NCL
NHT-KO-18,NCL-KO-3,113,1,16,NHT,NCL
NHT-KO-18,NCL-KO-4,88,183,456,NHT,NCL
NHT-KO-18,NF2-KO-1,98,2025,1815,NHT,NF2
NHT-KO-18,NF2-KO-2,153,944,996,NHT,NF2
NHT-KO-18,NF2-KO-3,177,1456,1183,NHT,NF2
NHT-KO-18,NF2-KO-4,138,1712,1797,NHT,NF2
NHT-KO-18,NHT-KO-20,40,216,262,NHT,NHT
NHT-KO-18,NHT-KO-25,174,1441,1086,NHT,NHT
NHT-KO-18,NHT-KO-8,59,520,649,NHT,NHT
NHT-KO-18,NHT-KO-9,287,2393,1887,NHT,NHT
NHT-KO-18,NHT-KO-26,137,922,867,NHT,NHT
NHT-KO-18,NHT-KO-41,252,2294,1314,NHT,NHT
NHT-KO-18,NHT-KO-44,294,1541,1741,NHT,NHT
NHT-KO-18,NHT-KO-149,236,1463,1159,NHT,NHT
NHT-KO-18,NHT-KO-5,107,638,584,NHT,NHT
NHT-KO-18,NHT-KO-148,234,1863,1533,NHT,NHT
NHT-KO-18,NHT-KO-16,182,1251,914,NHT,NHT
NHT-KO-18,NHT-KO-156,97,1189,761,NHT,NHT
NHT-KO-18,NHT-KO-4,100,664,709,NHT,NHT
NHT-KO-18,NHT-KO-128,164,881,788,NHT,NHT
NHT-KO-18,NHT-KO-19,192,517,839,NHT,NHT
NHT-KO-18,NHT-KO-152,221,1443,1153,NHT,NHT
NHT-KO-18,NHT-KO-137,137,739,704,NHT,NHT
NHT-KO-18,NHT-KO-38,200,1401,1022,NHT,NHT
NHT-KO-18,NHT-KO-1,114,1090,707,NHT,NHT
NHT-KO-18,NHT-KO-12,95,971,601,NHT,NHT
NHT-KO-18,NHT-KO-124,197,1398,1306,NHT,NHT
NHT-KO-18,NHT-KO-135,183,622,1293,NHT,NHT
NHT-KO-18,NHT-KO-39,124,1266,455,NHT,NHT
NHT-KO-18,NHT-KO-23,136,1877,1193,NHT,NHT
NHT-KO-18,NHT-KO-153,155,935,884,NHT,NHT
NHT-KO-18,NHT-KO-24,112,1401,901,NHT,NHT
NHT-KO-18,NHT-KO-3,169,1086,700,NHT,NHT
NHT-KO-18,NHT-KO-36,120,805,915,NHT,NHT
NHT-KO-18,NHT-KO-154,105,338,444,NHT,NHT
NHT-KO-18,NHT-KO-31,96,1178,786,NHT,NHT
NHT-KO-18,NHT-KO-150,213,904,1371,NHT,NHT
NHT-KO-18,NHT-KO-33,209,1036,1198,NHT,NHT
NHT-KO-18,NHT-KO-139,177,826,1112,NHT,NHT
NHT-KO-18,NHT-KO-42,143,929,692,NHT,NHT
NHT-KO-18,NHT-KO-142,172,1255,1025,NHT,NHT
NHT-KO-18,NHT-KO-140,230,1097,830,NHT,NHT
NHT-KO-18,NHT-KO-136,222,1841,1270,NHT,NHT
NHT-KO-18,NHT-KO-28,86,501,968,NHT,NHT
NHT-KO-18,NHT-KO-29,120,361,744,NHT,NHT
NHT-KO-18,NHT-KO-21,212,1108,1089,NHT,NHT
NHT-KO-18,NHT-KO-126,127,540,576,NHT,NHT
NHT-KO-18,NHT-KO-133,283,874,825,NHT,NHT
NHT-KO-18,NHT-KO-30,373,1338,1593,NHT,NHT
NHT-KO-18,NHT-KO-13,212,810,1257,NHT,NHT
NHT-KO-18,NHT-KO-7,113,1078,1245,NHT,NHT
NHT-KO-18,NHT-KO-129,155,1982,1542,NHT,NHT
NHT-KO-18,NHT-KO-37,132,764,626,NHT,NHT
NHT-KO-18,NHT-KO-131,145,784,618,NHT,NHT
NHT-KO-18,NHT-KO-32,210,1162,903,NHT,NHT
NHT-KO-18,NHT-KO-27,192,1312,1576,NHT,NHT
NHT-KO-18,NHT-KO-147,98,648,349,NHT,NHT
NHT-KO-18,NHT-KO-144,201,1149,1166,NHT,NHT
NHT-KO-18,NHT-KO-10,187,868,374,NHT,NHT
NHT-KO-18,NHT-KO-155,245,1820,1808,NHT,NHT
NHT-KO-18,NHT-KO-145,52,117,167,NHT,NHT
NHT-KO-18,NHT-KO-6,166,970,1082,NHT,NHT
NHT-KO-18,NHT-KO-2,167,588,568,NHT,NHT
NHT-KO-18,NHT-KO-127,84,331,552,NHT,NHT
NHT-KO-18,NHT-KO-141,82,473,208,NHT,NHT
NHT-KO-18,NHT-KO-11,79,814,322,NHT,NHT
NHT-KO-18,NHT-KO-22,178,1892,1761,NHT,NHT
NHT-KO-18,NHT-KO-122,72,447,595,NHT,NHT
NHT-KO-18,NHT-KO-125,100,1070,374,NHT,NHT
NHT-KO-18,NHT-KO-17,121,1053,610,NHT,NHT
NHT-KO-18,NHT-KO-123,128,838,760,NHT,NHT
NHT-KO-18,NHT-KO-146,46,687,1307,NHT,NHT
NHT-KO-18,NHT-KO-130,155,1930,1461,NHT,NHT
NHT-KO-18,NHT-KO-138,139,586,541,NHT,NHT
NHT-KO-18,NHT-KO-143,139,418,447,NHT,NHT
NHT-KO-18,NHT-KO-134,231,1611,1564,NHT,NHT
NHT-KO-18,NHT-KO-14,317,1504,1612,NHT,NHT
NHT-KO-18,NHT-KO-121,194,1426,1442,NHT,NHT
NHT-KO-18,NHT-KO-40,273,1900,1863,NHT,NHT
NHT-KO-18,NHT-KO-34,104,970,790,NHT,NHT
NHT-KO-18,NHT-KO-18,212,2068,1675,NHT,NHT
NHT-KO-18,NHT-KO-151,109,765,423,NHT,NHT
NHT-KO-18,NHT-KO-132,240,952,1122,NHT,NHT
NHT-KO-18,NHT-KO-43,132,926,411,NHT,NHT
NHT-KO-18,NHT-KO-35,131,1095,1239,NHT,NHT
NHT-KO-18,NHT-KO-15,129,718,1070,NHT,NHT
NHT-KO-18,TAOK1-KO-1,173,1157,1202,NHT,TAOK1
NHT-KO-18,TAOK1-KO-2,204,1490,962,NHT,TAOK1
NHT-KO-18,TAOK1-KO-3,82,717,1095,NHT,TAOK1
NHT-KO-18,TAOK1-KO-4,129,582,300,NHT,TAOK1
NHT-KO-18,TP53-KO-1,115,5366,4940,NHT,TP53
NHT-KO-18,TP53-KO-2,251,10498,11251,NHT,TP53
NHT-KO-18,TP53-KO-3,114,1678,1602,NHT,TP53
NHT-KO-18,TP53-KO-4,168,4646,4136,NHT,TP53
NHT-KO-18,XPO1-KO-1,151,182,137,NHT,XPO1
NHT-KO-18,XPO1-KO-2,199,42,21,NHT,XPO1
NHT-KO-18,XPO1-KO-3,173,2,32,NHT,XPO1
NHT-KO-18,XPO1-KO-4,130,205,19,NHT,XPO1
NHT-KO-18,XRN2-KO-1,136,24,57,NHT,XRN2
NHT-KO-18,XRN2-KO-2,105,161,185,NHT,XRN2
NHT-KO-18,XRN2-KO-3,163,46,198,NHT,XRN2
NHT-KO-18,XRN2-KO-4,172,337,461,NHT,XRN2
NHT-KO-151,AHR-KO-1,120,815,1184,NHT,AHR
NHT-KO-151,AHR-KO-2,105,440,842,NHT,AHR
NHT-KO-151,AHR-KO-3,197,1498,1018,NHT,AHR
NHT-KO-151,AHR-KO-4,84,741,459,NHT,AHR
NHT-KO-151,ARNT-KO-1,112,692,838,NHT,ARNT
NHT-KO-151,ARNT-KO-2,98,464,853,NHT,ARNT
NHT-KO-151,ARNT-KO-3,121,979,679,NHT,ARNT
NHT-KO-151,ARNT-KO-4,88,285,267,NHT,ARNT
NHT-KO-151,BBX-KO-1,47,233,264,NHT,BBX
NHT-KO-151,BBX-KO-2,104,555,358,NHT,BBX
NHT-KO-151,BBX-KO-3,100,664,881,NHT,BBX
NHT-KO-151,BBX-KO-4,99,463,424,NHT,BBX
NHT-KO-151,C3orf17-KO-1,99,346,199,NHT,C3orf17
NHT-KO-151,C3orf17-KO-2,86,854,672,NHT,C3orf17
NHT-KO-151,C3orf17-KO-3,123,9,115,NHT,C3orf17
NHT-KO-151,C3orf17-KO-4,88,116,136,NHT,C3orf17
NHT-KO-151,CAND1-KO-1,130,571,365,NHT,CAND1
NHT-KO-151,CAND1-KO-2,81,175,158,NHT,CAND1
NHT-KO-151,CAND1-KO-3,103,458,333,NHT,CAND1
NHT-KO-151,CAND1-KO-4,192,582,551,NHT,CAND1
NHT-KO-151,CCT4-KO-1,150,68,40,NHT,CCT4
NHT-KO-151,CCT4-KO-2,67,0,17,NHT,CCT4
NHT-KO-151,CCT4-KO-3,111,8,53,NHT,CCT4
NHT-KO-151,CCT4-KO-4,161,549,74,NHT,CCT4
NHT-KO-151,DIMT1-KO-1,137,76,215,NHT,DIMT1
NHT-KO-151,DIMT1-KO-2,134,950,1069,NHT,DIMT1
NHT-KO-151,DIMT1-KO-3,145,21,130,NHT,DIMT1
NHT-KO-151,DIMT1-KO-4,266,68,75,NHT,DIMT1
NHT-KO-151,EFTUD2-KO-1,134,2,29,NHT,EFTUD2
NHT-KO-151,EFTUD2-KO-2,165,928,701,NHT,EFTUD2
NHT-KO-151,EFTUD2-KO-3,115,12,131,NHT,EFTUD2
NHT-KO-151,EFTUD2-KO-4,101,1,16,NHT,EFTUD2
NHT-KO-151,EIF3B-KO-1,130,45,298,NHT,EIF3B
NHT-KO-151,EIF3B-KO-2,209,112,31,NHT,EIF3B
NHT-KO-151,EIF3B-KO-3,112,61,1,NHT,EIF3B
NHT-KO-151,EIF3B-KO-4,118,22,80,NHT,EIF3B
NHT-KO-151,FRYL-KO-1,144,1710,1261,NHT,FRYL
NHT-KO-151,FRYL-KO-2,111,1117,1069,NHT,FRYL
NHT-KO-151,FRYL-KO-3,116,984,1171,NHT,FRYL
NHT-KO-151,FRYL-KO-4,115,859,583,NHT,FRYL
NHT-KO-151,IARS-KO-1,76,0,11,NHT,IARS
NHT-KO-151,IARS-KO-2,91,81,44,NHT,IARS
NHT-KO-151,IARS-KO-3,61,36,44,NHT,IARS
NHT-KO-151,IARS-KO-4,98,4,12,NHT,IARS
NHT-KO-151,KEAP1-KO-1,117,806,635,NHT,KEAP1
NHT-KO-151,KEAP1-KO-2,93,301,518,NHT,KEAP1
NHT-KO-151,KEAP1-KO-3,203,821,1587,NHT,KEAP1
NHT-KO-151,KEAP1-KO-4,126,1349,442,NHT,KEAP1
NHT-KO-151,KIRREL-KO-1,148,1338,1118,NHT,KIRREL
NHT-KO-151,KIRREL-KO-2,82,608,751,NHT,KIRREL
NHT-KO-151,KIRREL-KO-3,306,3688,2424,NHT,KIRREL
NHT-KO-151,KIRREL-KO-4,148,1560,1531,NHT,KIRREL
NHT-KO-151,NARS-KO-1,128,21,7,NHT,NARS
NHT-KO-151,NARS-KO-2,58,8,15,NHT,NARS
NHT-KO-151,NARS-KO-3,200,187,20,NHT,NARS
NHT-KO-151,NARS-KO-4,79,33,1,NHT,NARS
NHT-KO-151,NCL-KO-1,86,24,39,NHT,NCL
NHT-KO-151,NCL-KO-2,133,292,487,NHT,NCL
NHT-KO-151,NCL-KO-3,93,33,33,NHT,NCL
NHT-KO-151,NCL-KO-4,80,28,87,NHT,NCL
NHT-KO-151,NF2-KO-1,100,1377,1851,NHT,NF2
NHT-KO-151,NF2-KO-2,122,1029,803,NHT,NF2
NHT-KO-151,NF2-KO-3,138,902,994,NHT,NF2
NHT-KO-151,NF2-KO-4,121,1000,1414,NHT,NF2
NHT-KO-151,NHT-KO-20,28,393,251,NHT,NHT
NHT-KO-151,NHT-KO-25,150,1154,1021,NHT,NHT
NHT-KO-151,NHT-KO-8,41,1128,632,NHT,NHT
NHT-KO-151,NHT-KO-9,222,1124,1172,NHT,NHT
NHT-KO-151,NHT-KO-26,103,1346,1047,NHT,NHT
NHT-KO-151,NHT-KO-41,162,1202,1030,NHT,NHT
NHT-KO-151,NHT-KO-44,218,1454,1230,NHT,NHT
NHT-KO-151,NHT-KO-149,193,1299,1119,NHT,NHT
NHT-KO-151,NHT-KO-5,103,230,434,NHT,NHT
NHT-KO-151,NHT-KO-148,173,852,1003,NHT,NHT
NHT-KO-151,NHT-KO-16,164,1670,1177,NHT,NHT
NHT-KO-151,NHT-KO-156,97,908,639,NHT,NHT
NHT-KO-151,NHT-KO-4,71,880,524,NHT,NHT
NHT-KO-151,NHT-KO-128,135,1296,577,NHT,NHT
NHT-KO-151,NHT-KO-19,157,1536,1778,NHT,NHT
NHT-KO-151,NHT-KO-152,146,1422,1041,NHT,NHT
NHT-KO-151,NHT-KO-137,102,742,1444,NHT,NHT
NHT-KO-151,NHT-KO-38,170,1222,843,NHT,NHT
NHT-KO-151,NHT-KO-1,133,619,1077,NHT,NHT
NHT-KO-151,NHT-KO-12,89,553,687,NHT,NHT
NHT-KO-151,NHT-KO-124,187,614,961,NHT,NHT
NHT-KO-151,NHT-KO-135,146,601,602,NHT,NHT
NHT-KO-151,NHT-KO-39,97,901,578,NHT,NHT
NHT-KO-151,NHT-KO-23,122,640,619,NHT,NHT
NHT-KO-151,NHT-KO-153,144,1147,810,NHT,NHT
